nr_pedido,dt_momento,codigo_filial,nome_filial,codigo_cliente,nome_cliente,uf,codigo_produto,descricao_produto,marca,preco_unitario,quantidade,avaliacao
9336,2021-07-22,8,Filial 8,97,Cliente 97,MG,14,Produto 14,Marca 3,2.87,4,2
9337,2021-07-22,7,Filial 7,71,Cliente 71,RS,17,Produto 17,Marca 2,23.67,4,3
9338,2021-07-22,1,Filial 1,52,Cliente 52,PI,18,Produto 18,Marca 2,98.95,2,2
9339,2021-07-22,10,Filial 10,45,Cliente 45,PB,16,Produto 16,Marca 2,12.40,3,4
9340,2021-07-22,4,Filial 4,54,Cliente 54,RO,18,Produto 18,Marca 2,98.95,7,5
9341,2021-07-23,3,Filial 3,92,Cliente 92,AL,15,Produto 15,Marca 1,14.57,5,2
9342,2021-07-23,2,Filial 2,80,Cliente 80,RR,7,Produto 7,Marca 1,21.32,7,2
9343,2021-07-23,4,Filial 4,23,Cliente 23,CE,11,Produto 11,Marca 1,17.47,4,2
9344,2021-07-23,5,Filial 5,21,Cliente 21,AL,11,Produto 11,Marca 1,17.47,3,3
9345,2021-07-23,8,Filial 8,92,Cliente 92,AL,6,Produto 6,Marca 1,87.73,6,2
9346,2021-07-23,1,Filial 1,22,Cliente 22,CE,10,Produto 10,Marca 1,33.55,3,5
9347,2021-07-23,6,Filial 6,40,Cliente 40,MT,12,Produto 12,Marca 2,68.11,4,3
9348,2021-07-23,7,Filial 7,24,Cliente 24,PR,2,Produto 2,Marca 3,99.33,5,4
9349,2021-07-23,10,Filial 10,80,Cliente 80,RR,4,Produto 4,Marca 3,44.85,7,3
9350,2021-07-23,9,Filial 9,63,Cliente 63,RO,4,Produto 4,Marca 3,44.85,7,5
9351,2021-07-24,10,Filial 10,84,Cliente 84,BA,13,Produto 13,Marca 3,18.60,3,5
9352,2021-07-24,2,Filial 2,57,Cliente 57,SP,9,Produto 9,Marca 2,41.93,5,5
9353,2021-07-24,3,Filial 3,93,Cliente 93,RJ,5,Produto 5,Marca 1,86.60,6,2
9354,2021-07-24,7,Filial 7,37,Cliente 37,RS,20,Produto 20,Marca 2,64.09,2,3
9355,2021-07-24,4,Filial 4,62,Cliente 62,RJ,20,Produto 20,Marca 2,64.09,6,3
9356,2021-07-24,1,Filial 1,69,Cliente 69,SE,5,Produto 5,Marca 1,86.60,7,2
9357,2021-07-24,6,Filial 6,34,Cliente 34,RS,20,Produto 20,Marca 2,64.09,5,2
9358,2021-07-24,8,Filial 8,66,Cliente 66,DF,12,Produto 12,Marca 2,68.11,6,3
9359,2021-07-24,5,Filial 5,26,Cliente 26,RO,6,Produto 6,Marca 1,87.73,5,5
9360,2021-07-24,9,Filial 9,44,Cliente 44,PI,16,Produto 16,Marca 2,12.40,5,3
9361,2021-07-25,4,Filial 4,86,Cliente 86,RN,13,Produto 13,Marca 3,18.60,7,2
9362,2021-07-25,5,Filial 5,54,Cliente 54,RO,12,Produto 12,Marca 2,68.11,2,2
9363,2021-07-25,9,Filial 9,73,Cliente 73,PE,20,Produto 20,Marca 2,64.09,7,5
9364,2021-07-25,10,Filial 10,26,Cliente 26,RO,17,Produto 17,Marca 2,23.67,3,5
9365,2021-07-25,7,Filial 7,52,Cliente 52,PI,17,Produto 17,Marca 2,23.67,4,2
9366,2021-07-25,3,Filial 3,35,Cliente 35,PB,18,Produto 18,Marca 2,98.95,7,3
9367,2021-07-25,1,Filial 1,91,Cliente 91,SP,8,Produto 8,Marca 2,44.87,5,4
9368,2021-07-25,8,Filial 8,79,Cliente 79,RN,12,Produto 12,Marca 2,68.11,4,5
9369,2021-07-25,2,Filial 2,29,Cliente 29,MT,11,Produto 11,Marca 1,17.47,2,4
9370,2021-07-25,6,Filial 6,3,Cliente 3,TO,5,Produto 5,Marca 1,86.60,2,2
9371,2021-07-26,10,Filial 10,53,Cliente 53,RR,15,Produto 15,Marca 1,14.57,2,5
9372,2021-07-26,5,Filial 5,12,Cliente 12,BA,13,Produto 13,Marca 3,18.60,4,4
9373,2021-07-26,7,Filial 7,64,Cliente 64,PA,18,Produto 18,Marca 2,98.95,4,3
9374,2021-07-26,9,Filial 9,18,Cliente 18,MG,11,Produto 11,Marca 1,17.47,7,5
9375,2021-07-26,1,Filial 1,3,Cliente 3,TO,19,Produto 19,Marca 1,16.28,4,3
9376,2021-07-26,8,Filial 8,46,Cliente 46,RR,5,Produto 5,Marca 1,86.60,7,3
9377,2021-07-26,4,Filial 4,90,Cliente 90,PR,13,Produto 13,Marca 3,18.60,4,5
9378,2021-07-26,2,Filial 2,91,Cliente 91,SP,15,Produto 15,Marca 1,14.57,7,4
9379,2021-07-26,6,Filial 6,93,Cliente 93,RJ,20,Produto 20,Marca 2,64.09,2,4
9380,2021-07-26,3,Filial 3,78,Cliente 78,PR,9,Produto 9,Marca 2,41.93,6,4
9381,2021-07-27,9,Filial 9,42,Cliente 42,SE,14,Produto 14,Marca 3,2.87,7,3
9382,2021-07-27,7,Filial 7,75,Cliente 75,RS,7,Produto 7,Marca 1,21.32,5,4
9383,2021-07-27,1,Filial 1,11,Cliente 11,SC,16,Produto 16,Marca 2,12.40,5,3
9384,2021-07-27,3,Filial 3,24,Cliente 24,PR,18,Produto 18,Marca 2,98.95,6,4
9385,2021-07-27,5,Filial 5,8,Cliente 8,RJ,2,Produto 2,Marca 3,99.33,2,3
9386,2021-07-27,4,Filial 4,55,Cliente 55,ES,4,Produto 4,Marca 3,44.85,2,3
9387,2021-07-27,10,Filial 10,74,Cliente 74,AM,16,Produto 16,Marca 2,12.40,5,4
9388,2021-07-27,2,Filial 2,4,Cliente 4,CE,9,Produto 9,Marca 2,41.93,7,4
9389,2021-07-27,6,Filial 6,83,Cliente 83,MT,7,Produto 7,Marca 1,21.32,3,2
9390,2021-07-27,8,Filial 8,51,Cliente 51,MG,18,Produto 18,Marca 2,98.95,2,3
9391,2021-07-28,1,Filial 1,62,Cliente 62,RJ,16,Produto 16,Marca 2,12.40,6,5
9392,2021-07-28,10,Filial 10,37,Cliente 37,RS,8,Produto 8,Marca 2,44.87,6,4
9393,2021-07-28,9,Filial 9,59,Cliente 59,PB,9,Produto 9,Marca 2,41.93,6,5
9394,2021-07-28,6,Filial 6,1,Cliente 1,MA,20,Produto 20,Marca 2,64.09,2,2
9395,2021-07-28,8,Filial 8,11,Cliente 11,SC,7,Produto 7,Marca 1,21.32,5,3
9396,2021-07-28,2,Filial 2,61,Cliente 61,SE,17,Produto 17,Marca 2,23.67,3,2
9397,2021-07-28,3,Filial 3,14,Cliente 14,AL,5,Produto 5,Marca 1,86.60,7,4
9398,2021-07-28,5,Filial 5,3,Cliente 3,TO,19,Produto 19,Marca 1,16.28,3,3
9399,2021-07-28,7,Filial 7,25,Cliente 25,PA,2,Produto 2,Marca 3,99.33,5,2
9400,2021-07-28,4,Filial 4,83,Cliente 83,MT,11,Produto 11,Marca 1,17.47,2,4
9401,2021-07-29,9,Filial 9,5,Cliente 5,AP,20,Produto 20,Marca 2,64.09,2,4
9402,2021-07-29,8,Filial 8,93,Cliente 93,RJ,4,Produto 4,Marca 3,44.85,3,4
9403,2021-07-29,3,Filial 3,51,Cliente 51,MG,12,Produto 12,Marca 2,68.11,3,4
9404,2021-07-29,4,Filial 4,92,Cliente 92,AL,7,Produto 7,Marca 1,21.32,7,5
9405,2021-07-29,6,Filial 6,40,Cliente 40,MT,8,Produto 8,Marca 2,44.87,3,3
9406,2021-07-29,2,Filial 2,80,Cliente 80,RR,20,Produto 20,Marca 2,64.09,4,4
9407,2021-07-29,7,Filial 7,32,Cliente 32,SE,14,Produto 14,Marca 3,2.87,2,3
9408,2021-07-29,1,Filial 1,38,Cliente 38,RJ,19,Produto 19,Marca 1,16.28,2,3
9409,2021-07-29,5,Filial 5,99,Cliente 99,MG,9,Produto 9,Marca 2,41.93,2,2
9410,2021-07-29,10,Filial 10,84,Cliente 84,BA,18,Produto 18,Marca 2,98.95,5,3
9411,2021-07-30,5,Filial 5,13,Cliente 13,GO,3,Produto 3,Marca 2,49.45,3,2
9412,2021-07-30,4,Filial 4,38,Cliente 38,RJ,19,Produto 19,Marca 1,16.28,3,4
9413,2021-07-30,6,Filial 6,64,Cliente 64,PA,7,Produto 7,Marca 1,21.32,7,2
9414,2021-07-30,3,Filial 3,94,Cliente 94,PE,20,Produto 20,Marca 2,64.09,4,2
9415,2021-07-30,2,Filial 2,6,Cliente 6,RN,15,Produto 15,Marca 1,14.57,4,4
9416,2021-07-30,10,Filial 10,13,Cliente 13,GO,20,Produto 20,Marca 2,64.09,7,5
9417,2021-07-30,8,Filial 8,51,Cliente 51,MG,6,Produto 6,Marca 1,87.73,3,5
9418,2021-07-30,7,Filial 7,28,Cliente 28,PB,10,Produto 10,Marca 1,33.55,3,5
9419,2021-07-30,1,Filial 1,80,Cliente 80,RR,11,Produto 11,Marca 1,17.47,3,2
9420,2021-07-30,9,Filial 9,14,Cliente 14,AL,10,Produto 10,Marca 1,33.55,4,3
9421,2021-07-31,3,Filial 3,93,Cliente 93,RJ,14,Produto 14,Marca 3,2.87,2,2
9422,2021-07-31,8,Filial 8,66,Cliente 66,DF,20,Produto 20,Marca 2,64.09,6,2
9423,2021-07-31,4,Filial 4,80,Cliente 80,RR,20,Produto 20,Marca 2,64.09,6,3
9424,2021-07-31,10,Filial 10,64,Cliente 64,PA,18,Produto 18,Marca 2,98.95,5,5
9425,2021-07-31,5,Filial 5,27,Cliente 27,ES,6,Produto 6,Marca 1,87.73,5,4
9426,2021-07-31,9,Filial 9,9,Cliente 9,RN,18,Produto 18,Marca 2,98.95,6,5
9427,2021-07-31,7,Filial 7,32,Cliente 32,SE,7,Produto 7,Marca 1,21.32,7,3
9428,2021-07-31,6,Filial 6,90,Cliente 90,PR,11,Produto 11,Marca 1,17.47,4,2
9429,2021-07-31,2,Filial 2,20,Cliente 20,PB,17,Produto 17,Marca 2,23.67,2,5
9430,2021-07-31,1,Filial 1,18,Cliente 18,MG,14,Produto 14,Marca 3,2.87,5,5
9431,2021-08-01,3,Filial 3,28,Cliente 28,PB,17,Produto 17,Marca 2,23.67,3,5
9432,2021-08-01,5,Filial 5,96,Cliente 96,RJ,6,Produto 6,Marca 1,87.73,4,2
9433,2021-08-01,7,Filial 7,79,Cliente 79,RN,11,Produto 11,Marca 1,17.47,6,2
9434,2021-08-01,8,Filial 8,30,Cliente 30,BA,12,Produto 12,Marca 2,68.11,2,2
9435,2021-08-01,4,Filial 4,38,Cliente 38,RJ,17,Produto 17,Marca 2,23.67,7,4
9436,2021-08-01,10,Filial 10,43,Cliente 43,MS,18,Produto 18,Marca 2,98.95,2,3
9437,2021-08-01,2,Filial 2,80,Cliente 80,RR,2,Produto 2,Marca 3,99.33,7,4
9438,2021-08-01,9,Filial 9,16,Cliente 16,MA,18,Produto 18,Marca 2,98.95,4,4
9439,2021-08-01,1,Filial 1,100,Cliente 100,MS,11,Produto 11,Marca 1,17.47,7,4
9440,2021-08-01,6,Filial 6,24,Cliente 24,PR,18,Produto 18,Marca 2,98.95,3,2
9441,2021-08-02,9,Filial 9,19,Cliente 19,MS,18,Produto 18,Marca 2,98.95,7,5
9442,2021-08-02,8,Filial 8,68,Cliente 68,AL,10,Produto 10,Marca 1,33.55,5,4
9443,2021-08-02,4,Filial 4,63,Cliente 63,RO,12,Produto 12,Marca 2,68.11,2,4
9444,2021-08-02,6,Filial 6,73,Cliente 73,PE,16,Produto 16,Marca 2,12.40,3,3
9445,2021-08-02,2,Filial 2,21,Cliente 21,AL,12,Produto 12,Marca 2,68.11,5,4
9446,2021-08-02,1,Filial 1,1,Cliente 1,MA,15,Produto 15,Marca 1,14.57,3,3
9447,2021-08-02,7,Filial 7,27,Cliente 27,ES,4,Produto 4,Marca 3,44.85,2,2
9448,2021-08-02,3,Filial 3,63,Cliente 63,RO,17,Produto 17,Marca 2,23.67,2,3
9449,2021-08-02,5,Filial 5,39,Cliente 39,AL,10,Produto 10,Marca 1,33.55,2,2
9450,2021-08-02,10,Filial 10,45,Cliente 45,PB,20,Produto 20,Marca 2,64.09,7,5
9451,2021-08-03,6,Filial 6,82,Cliente 82,SP,13,Produto 13,Marca 3,18.60,7,5
9452,2021-08-03,10,Filial 10,79,Cliente 79,RN,8,Produto 8,Marca 2,44.87,6,2
9453,2021-08-03,4,Filial 4,57,Cliente 57,SP,11,Produto 11,Marca 1,17.47,4,5
9454,2021-08-03,7,Filial 7,55,Cliente 55,ES,17,Produto 17,Marca 2,23.67,7,4
9455,2021-08-03,2,Filial 2,99,Cliente 99,MG,17,Produto 17,Marca 2,23.67,3,4
9456,2021-08-03,3,Filial 3,5,Cliente 5,AP,19,Produto 19,Marca 1,16.28,6,5
9457,2021-08-03,9,Filial 9,100,Cliente 100,MS,7,Produto 7,Marca 1,21.32,3,3
9458,2021-08-03,1,Filial 1,47,Cliente 47,RN,18,Produto 18,Marca 2,98.95,7,2
9459,2021-08-03,5,Filial 5,62,Cliente 62,RJ,7,Produto 7,Marca 1,21.32,3,4
9460,2021-08-03,8,Filial 8,93,Cliente 93,RJ,19,Produto 19,Marca 1,16.28,5,3
9461,2021-08-04,5,Filial 5,21,Cliente 21,AL,13,Produto 13,Marca 3,18.60,7,4
9462,2021-08-04,8,Filial 8,59,Cliente 59,PB,17,Produto 17,Marca 2,23.67,4,2
9463,2021-08-04,3,Filial 3,63,Cliente 63,RO,4,Produto 4,Marca 3,44.85,6,2
9464,2021-08-04,10,Filial 10,12,Cliente 12,BA,20,Produto 20,Marca 2,64.09,7,2
9465,2021-08-04,6,Filial 6,32,Cliente 32,SE,14,Produto 14,Marca 3,2.87,5,5
9466,2021-08-04,7,Filial 7,28,Cliente 28,PB,9,Produto 9,Marca 2,41.93,4,5
9467,2021-08-04,9,Filial 9,85,Cliente 85,MA,5,Produto 5,Marca 1,86.60,2,3
9468,2021-08-04,4,Filial 4,24,Cliente 24,PR,3,Produto 3,Marca 2,49.45,3,4
9469,2021-08-04,2,Filial 2,29,Cliente 29,MT,2,Produto 2,Marca 3,99.33,2,5
9470,2021-08-04,1,Filial 1,63,Cliente 63,RO,16,Produto 16,Marca 2,12.40,6,3
9471,2021-08-05,6,Filial 6,91,Cliente 91,SP,5,Produto 5,Marca 1,86.60,2,2
9472,2021-08-05,1,Filial 1,96,Cliente 96,RJ,19,Produto 19,Marca 1,16.28,4,2
9473,2021-08-05,8,Filial 8,4,Cliente 4,CE,15,Produto 15,Marca 1,14.57,3,2
9474,2021-08-05,7,Filial 7,56,Cliente 56,GO,20,Produto 20,Marca 2,64.09,5,2
9475,2021-08-05,3,Filial 3,4,Cliente 4,CE,11,Produto 11,Marca 1,17.47,6,2
9476,2021-08-05,5,Filial 5,48,Cliente 48,MS,16,Produto 16,Marca 2,12.40,2,4
9477,2021-08-05,9,Filial 9,49,Cliente 49,RS,9,Produto 9,Marca 2,41.93,5,5
9478,2021-08-05,4,Filial 4,13,Cliente 13,GO,18,Produto 18,Marca 2,98.95,7,4
9479,2021-08-05,10,Filial 10,40,Cliente 40,MT,4,Produto 4,Marca 3,44.85,4,4
9480,2021-08-05,2,Filial 2,64,Cliente 64,PA,16,Produto 16,Marca 2,12.40,2,2
9481,2021-08-06,5,Filial 5,40,Cliente 40,MT,9,Produto 9,Marca 2,41.93,2,5
9482,2021-08-06,8,Filial 8,58,Cliente 58,PA,15,Produto 15,Marca 1,14.57,5,5
9483,2021-08-06,10,Filial 10,60,Cliente 60,SE,13,Produto 13,Marca 3,18.60,3,5
9484,2021-08-06,2,Filial 2,81,Cliente 81,RO,9,Produto 9,Marca 2,41.93,7,4
9485,2021-08-06,7,Filial 7,54,Cliente 54,RO,7,Produto 7,Marca 1,21.32,6,2
9486,2021-08-06,4,Filial 4,92,Cliente 92,AL,7,Produto 7,Marca 1,21.32,3,3
9487,2021-08-06,9,Filial 9,98,Cliente 98,TO,5,Produto 5,Marca 1,86.60,5,5
9488,2021-08-06,1,Filial 1,43,Cliente 43,MS,19,Produto 19,Marca 1,16.28,2,4
9489,2021-08-06,3,Filial 3,64,Cliente 64,PA,11,Produto 11,Marca 1,17.47,6,4
9490,2021-08-06,6,Filial 6,41,Cliente 41,PA,13,Produto 13,Marca 3,18.60,6,5
9491,2021-08-07,3,Filial 3,25,Cliente 25,PA,13,Produto 13,Marca 3,18.60,5,4
9492,2021-08-07,9,Filial 9,100,Cliente 100,MS,13,Produto 13,Marca 3,18.60,6,3
9493,2021-08-07,4,Filial 4,12,Cliente 12,BA,19,Produto 19,Marca 1,16.28,2,2
9494,2021-08-07,1,Filial 1,43,Cliente 43,MS,17,Produto 17,Marca 2,23.67,3,5
9495,2021-08-07,5,Filial 5,93,Cliente 93,RJ,19,Produto 19,Marca 1,16.28,5,2
9496,2021-08-07,6,Filial 6,66,Cliente 66,DF,20,Produto 20,Marca 2,64.09,2,5
9497,2021-08-07,7,Filial 7,19,Cliente 19,MS,2,Produto 2,Marca 3,99.33,6,2
9498,2021-08-07,10,Filial 10,54,Cliente 54,RO,15,Produto 15,Marca 1,14.57,2,2
9499,2021-08-07,8,Filial 8,76,Cliente 76,AC,17,Produto 17,Marca 2,23.67,4,4
9500,2021-08-07,2,Filial 2,36,Cliente 36,SP,18,Produto 18,Marca 2,98.95,4,5
9501,2021-08-08,7,Filial 7,14,Cliente 14,AL,7,Produto 7,Marca 1,21.32,2,5
9502,2021-08-08,5,Filial 5,5,Cliente 5,AP,20,Produto 20,Marca 2,64.09,5,3
9503,2021-08-08,4,Filial 4,100,Cliente 100,MS,18,Produto 18,Marca 2,98.95,5,2
9504,2021-08-08,2,Filial 2,70,Cliente 70,MA,13,Produto 13,Marca 3,18.60,4,3
9505,2021-08-08,10,Filial 10,73,Cliente 73,PE,3,Produto 3,Marca 2,49.45,4,3
9506,2021-08-08,8,Filial 8,74,Cliente 74,AM,14,Produto 14,Marca 3,2.87,6,5
9507,2021-08-08,3,Filial 3,75,Cliente 75,RS,15,Produto 15,Marca 1,14.57,3,3
9508,2021-08-08,1,Filial 1,50,Cliente 50,GO,4,Produto 4,Marca 3,44.85,2,2
9509,2021-08-08,9,Filial 9,76,Cliente 76,AC,20,Produto 20,Marca 2,64.09,7,4
9510,2021-08-08,6,Filial 6,30,Cliente 30,BA,15,Produto 15,Marca 1,14.57,4,4
9511,2021-08-09,9,Filial 9,47,Cliente 47,RN,16,Produto 16,Marca 2,12.40,3,5
9512,2021-08-09,7,Filial 7,83,Cliente 83,MT,7,Produto 7,Marca 1,21.32,6,4
9513,2021-08-09,10,Filial 10,47,Cliente 47,RN,19,Produto 19,Marca 1,16.28,2,2
9514,2021-08-09,4,Filial 4,37,Cliente 37,RS,7,Produto 7,Marca 1,21.32,6,2
9515,2021-08-09,2,Filial 2,43,Cliente 43,MS,12,Produto 12,Marca 2,68.11,4,5
9516,2021-08-09,1,Filial 1,69,Cliente 69,SE,11,Produto 11,Marca 1,17.47,3,2
9517,2021-08-09,8,Filial 8,100,Cliente 100,MS,18,Produto 18,Marca 2,98.95,7,2
9518,2021-08-09,3,Filial 3,71,Cliente 71,RS,10,Produto 10,Marca 1,33.55,5,3
9519,2021-08-09,6,Filial 6,7,Cliente 7,PA,11,Produto 11,Marca 1,17.47,3,4
9520,2021-08-09,5,Filial 5,43,Cliente 43,MS,4,Produto 4,Marca 3,44.85,7,2
9521,2021-08-10,1,Filial 1,97,Cliente 97,MG,7,Produto 7,Marca 1,21.32,7,3
9522,2021-08-10,4,Filial 4,70,Cliente 70,MA,16,Produto 16,Marca 2,12.40,2,3
9523,2021-08-10,7,Filial 7,66,Cliente 66,DF,12,Produto 12,Marca 2,68.11,6,2
9524,2021-08-10,3,Filial 3,64,Cliente 64,PA,10,Produto 10,Marca 1,33.55,2,2
9525,2021-08-10,8,Filial 8,50,Cliente 50,GO,16,Produto 16,Marca 2,12.40,3,5
9526,2021-08-10,5,Filial 5,18,Cliente 18,MG,2,Produto 2,Marca 3,99.33,3,2
9527,2021-08-10,2,Filial 2,75,Cliente 75,RS,11,Produto 11,Marca 1,17.47,3,3
9528,2021-08-10,9,Filial 9,91,Cliente 91,SP,15,Produto 15,Marca 1,14.57,7,2
9529,2021-08-10,10,Filial 10,29,Cliente 29,MT,12,Produto 12,Marca 2,68.11,5,2
9530,2021-08-10,6,Filial 6,5,Cliente 5,AP,12,Produto 12,Marca 2,68.11,3,2
9531,2021-08-11,9,Filial 9,14,Cliente 14,AL,9,Produto 9,Marca 2,41.93,5,4
9532,2021-08-11,1,Filial 1,4,Cliente 4,CE,15,Produto 15,Marca 1,14.57,5,4
9533,2021-08-11,6,Filial 6,86,Cliente 86,RN,3,Produto 3,Marca 2,49.45,2,2
9534,2021-08-11,4,Filial 4,22,Cliente 22,CE,19,Produto 19,Marca 1,16.28,2,5
9535,2021-08-11,8,Filial 8,91,Cliente 91,SP,15,Produto 15,Marca 1,14.57,2,2
9536,2021-08-11,7,Filial 7,8,Cliente 8,RJ,5,Produto 5,Marca 1,86.60,7,4
9537,2021-08-11,5,Filial 5,61,Cliente 61,SE,2,Produto 2,Marca 3,99.33,4,2
9538,2021-08-11,3,Filial 3,19,Cliente 19,MS,7,Produto 7,Marca 1,21.32,5,5
9539,2021-08-11,10,Filial 10,20,Cliente 20,PB,8,Produto 8,Marca 2,44.87,3,2
9540,2021-08-11,2,Filial 2,3,Cliente 3,TO,10,Produto 10,Marca 1,33.55,3,5
9541,2021-08-12,6,Filial 6,28,Cliente 28,PB,3,Produto 3,Marca 2,49.45,6,3
9542,2021-08-12,5,Filial 5,41,Cliente 41,PA,10,Produto 10,Marca 1,33.55,5,4
9543,2021-08-12,10,Filial 10,84,Cliente 84,BA,7,Produto 7,Marca 1,21.32,3,3
9544,2021-08-12,3,Filial 3,94,Cliente 94,PE,10,Produto 10,Marca 1,33.55,3,5
9545,2021-08-12,4,Filial 4,32,Cliente 32,SE,13,Produto 13,Marca 3,18.60,4,3
9546,2021-08-12,8,Filial 8,28,Cliente 28,PB,17,Produto 17,Marca 2,23.67,2,4
9547,2021-08-12,7,Filial 7,51,Cliente 51,MG,4,Produto 4,Marca 3,44.85,2,3
9548,2021-08-12,9,Filial 9,73,Cliente 73,PE,8,Produto 8,Marca 2,44.87,4,3
9549,2021-08-12,2,Filial 2,78,Cliente 78,PR,17,Produto 17,Marca 2,23.67,6,3
9550,2021-08-12,1,Filial 1,44,Cliente 44,PI,9,Produto 9,Marca 2,41.93,2,3
9551,2021-08-13,3,Filial 3,1,Cliente 1,MA,16,Produto 16,Marca 2,12.40,2,2
9552,2021-08-13,10,Filial 10,33,Cliente 33,GO,6,Produto 6,Marca 1,87.73,7,3
9553,2021-08-13,7,Filial 7,23,Cliente 23,CE,6,Produto 6,Marca 1,87.73,2,5
9554,2021-08-13,2,Filial 2,47,Cliente 47,RN,10,Produto 10,Marca 1,33.55,6,5
9555,2021-08-13,8,Filial 8,14,Cliente 14,AL,4,Produto 4,Marca 3,44.85,7,5
9556,2021-08-13,4,Filial 4,99,Cliente 99,MG,11,Produto 11,Marca 1,17.47,7,3
9557,2021-08-13,9,Filial 9,55,Cliente 55,ES,20,Produto 20,Marca 2,64.09,7,2
9558,2021-08-13,1,Filial 1,81,Cliente 81,RO,15,Produto 15,Marca 1,14.57,3,3
9559,2021-08-13,6,Filial 6,61,Cliente 61,SE,3,Produto 3,Marca 2,49.45,3,4
9560,2021-08-13,5,Filial 5,100,Cliente 100,MS,3,Produto 3,Marca 2,49.45,7,3
9561,2021-08-14,9,Filial 9,85,Cliente 85,MA,16,Produto 16,Marca 2,12.40,7,5
9562,2021-08-14,6,Filial 6,68,Cliente 68,AL,10,Produto 10,Marca 1,33.55,4,5
9563,2021-08-14,10,Filial 10,71,Cliente 71,RS,19,Produto 19,Marca 1,16.28,5,2
9564,2021-08-14,4,Filial 4,52,Cliente 52,PI,10,Produto 10,Marca 1,33.55,3,5
9565,2021-08-14,2,Filial 2,58,Cliente 58,PA,15,Produto 15,Marca 1,14.57,3,3
9566,2021-08-14,1,Filial 1,18,Cliente 18,MG,3,Produto 3,Marca 2,49.45,5,5
9567,2021-08-14,5,Filial 5,68,Cliente 68,AL,14,Produto 14,Marca 3,2.87,5,3
9568,2021-08-14,7,Filial 7,38,Cliente 38,RJ,8,Produto 8,Marca 2,44.87,3,5
9569,2021-08-14,8,Filial 8,63,Cliente 63,RO,6,Produto 6,Marca 1,87.73,2,4
9570,2021-08-14,3,Filial 3,24,Cliente 24,PR,14,Produto 14,Marca 3,2.87,6,3
9571,2021-08-15,1,Filial 1,32,Cliente 32,SE,5,Produto 5,Marca 1,86.60,5,5
9572,2021-08-15,9,Filial 9,24,Cliente 24,PR,10,Produto 10,Marca 1,33.55,2,4
9573,2021-08-15,5,Filial 5,22,Cliente 22,CE,6,Produto 6,Marca 1,87.73,4,5
9574,2021-08-15,8,Filial 8,57,Cliente 57,SP,13,Produto 13,Marca 3,18.60,3,2
9575,2021-08-15,2,Filial 2,57,Cliente 57,SP,2,Produto 2,Marca 3,99.33,7,2
9576,2021-08-15,10,Filial 10,1,Cliente 1,MA,7,Produto 7,Marca 1,21.32,7,2
9577,2021-08-15,3,Filial 3,51,Cliente 51,MG,2,Produto 2,Marca 3,99.33,4,3
9578,2021-08-15,4,Filial 4,36,Cliente 36,SP,18,Produto 18,Marca 2,98.95,4,4
9579,2021-08-15,7,Filial 7,75,Cliente 75,RS,13,Produto 13,Marca 3,18.60,4,2
9580,2021-08-15,6,Filial 6,95,Cliente 95,GO,18,Produto 18,Marca 2,98.95,2,2
9581,2021-08-16,1,Filial 1,61,Cliente 61,SE,3,Produto 3,Marca 2,49.45,5,4
9582,2021-08-16,9,Filial 9,53,Cliente 53,RR,2,Produto 2,Marca 3,99.33,6,3
9583,2021-08-16,4,Filial 4,58,Cliente 58,PA,5,Produto 5,Marca 1,86.60,4,4
9584,2021-08-16,5,Filial 5,61,Cliente 61,SE,11,Produto 11,Marca 1,17.47,7,4
9585,2021-08-16,8,Filial 8,96,Cliente 96,RJ,10,Produto 10,Marca 1,33.55,5,2
9586,2021-08-16,6,Filial 6,78,Cliente 78,PR,17,Produto 17,Marca 2,23.67,2,3
9587,2021-08-16,7,Filial 7,46,Cliente 46,RR,14,Produto 14,Marca 3,2.87,5,4
9588,2021-08-16,2,Filial 2,88,Cliente 88,PA,2,Produto 2,Marca 3,99.33,6,2
9589,2021-08-16,3,Filial 3,29,Cliente 29,MT,12,Produto 12,Marca 2,68.11,4,4
9590,2021-08-16,10,Filial 10,70,Cliente 70,MA,7,Produto 7,Marca 1,21.32,4,4
9591,2021-08-17,9,Filial 9,7,Cliente 7,PA,6,Produto 6,Marca 1,87.73,4,5
9592,2021-08-17,6,Filial 6,85,Cliente 85,MA,18,Produto 18,Marca 2,98.95,6,2
9593,2021-08-17,7,Filial 7,95,Cliente 95,GO,19,Produto 19,Marca 1,16.28,2,3
9594,2021-08-17,10,Filial 10,46,Cliente 46,RR,4,Produto 4,Marca 3,44.85,4,3
9595,2021-08-17,4,Filial 4,100,Cliente 100,MS,16,Produto 16,Marca 2,12.40,7,3
9596,2021-08-17,8,Filial 8,15,Cliente 15,AC,6,Produto 6,Marca 1,87.73,2,5
9597,2021-08-17,3,Filial 3,81,Cliente 81,RO,5,Produto 5,Marca 1,86.60,3,5
9598,2021-08-17,5,Filial 5,50,Cliente 50,GO,20,Produto 20,Marca 2,64.09,3,4
9599,2021-08-17,2,Filial 2,90,Cliente 90,PR,18,Produto 18,Marca 2,98.95,5,2
9600,2021-08-17,1,Filial 1,69,Cliente 69,SE,15,Produto 15,Marca 1,14.57,4,5
9601,2021-08-18,1,Filial 1,31,Cliente 31,CE,2,Produto 2,Marca 3,99.33,2,5
9602,2021-08-18,3,Filial 3,57,Cliente 57,SP,5,Produto 5,Marca 1,86.60,7,3
